Year,OBS_STATUS,UNIT_MULT,REPORTING_TYPE,SERIES,PRODUCT,UNIT_MEASURE,BASE_PER,Value
2004,A,0,G,EN_MAT_DOMCMPT,MF422,T,,73858458.49
2005,A,0,G,EN_MAT_DOMCMPT,MF422,T,,71383088.25
2006,A,0,G,EN_MAT_DOMCMPT,MF422,T,,68129946.88
2007,A,0,G,EN_MAT_DOMCMPT,MF422,T,,67991955.97
2008,A,0,G,EN_MAT_DOMCMPT,MF422,T,,70582638.8
2009,A,0,G,EN_MAT_DOMCMPT,MF422,T,,65313629.88
2010,A,0,G,EN_MAT_DOMCMPT,MF422,T,,69492709.81
2011,A,0,G,EN_MAT_DOMCMPT,MF422,T,,59851033.65
2012,A,0,G,EN_MAT_DOMCMPT,MF422,T,,55042925.23
2013,A,0,G,EN_MAT_DOMCMPT,MF422,T,,54460325.93
2014,A,0,G,EN_MAT_DOMCMPT,MF422,T,,49864550.04
2015,A,0,G,EN_MAT_DOMCMPT,MF422,T,,50984958.06
2016,A,0,G,EN_MAT_DOMCMPT,MF422,T,,56225195.93
2017,A,0,G,EN_MAT_DOMCMPT,MF422,T,,55074467.17
2018,A,0,G,EN_MAT_DOMCMPT,MF422,T,,56731011.07
2019,A,0,G,EN_MAT_DOMCMPT,MF422,T,,53282322.76429
